size	alpha	fill	x	y	showSelected1	showSelected2
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	10	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	10	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	10	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	10	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	10	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	10	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	10	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	10	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	10	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	10	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	10	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	10	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	10	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	11	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	11	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	11	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	11	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	11	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	11	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	11	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	11	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	11	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	11	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	11	second class
2.5	0.3	#F8766D	0.224081797439462	-0.746681486005245	11	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	11	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	11	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	11	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	11	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	11	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	11	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	11	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	11	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	11	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	11	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	11	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	11	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	11	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	11	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	11	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	11	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	11	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	11	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	11	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	11	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	11	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	11	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	11	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	11	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	11	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	11	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	11	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	11	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	12	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	12	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	12	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	12	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	12	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	12	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	12	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	12	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	12	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	12	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	12	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	12	first class
2.5	0.3	#00BFC4	1.82158108163749	0.311991383532642	12	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	12	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	12	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	12	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	12	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	12	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	12	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	12	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	12	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	12	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	12	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	12	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	12	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	12	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	12	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	12	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	12	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	12	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	12	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	12	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	12	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	12	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	12	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	12	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	12	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	12	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	12	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	12	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	13	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	13	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	13	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	13	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	13	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	13	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	13	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	13	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	13	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	13	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	13	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	13	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	13	second class
2.5	0.3	#00BFC4	-0.0678237059868452	1.37963948275988	13	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	13	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	13	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	13	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	13	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	13	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	13	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	13	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	13	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	13	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	13	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	13	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	13	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	13	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	13	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	13	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	13	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	13	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	13	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	13	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	13	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	13	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	13	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	13	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	13	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	13	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	13	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	14	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	14	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	14	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	14	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	14	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	14	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	14	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	14	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	14	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	14	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	14	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	14	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	14	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	14	second class
2.5	0.3	#00BFC4	1.87813348753304	0.290799237417607	14	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	14	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	14	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	14	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	14	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	14	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	14	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	14	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	14	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	14	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	14	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	14	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	14	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	14	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	14	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	14	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	14	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	14	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	14	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	14	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	14	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	14	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	14	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	14	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	14	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	14	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	15	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	15	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	15	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	15	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	15	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	15	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	15	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	15	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	15	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	15	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	15	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	15	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	15	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	15	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	15	second class
2.5	0.3	#F8766D	-0.870712264839054	0.207961998304991	15	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	15	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	15	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	15	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	15	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	15	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	15	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	15	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	15	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	15	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	15	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	15	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	15	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	15	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	15	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	15	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	15	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	15	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	15	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	15	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	15	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	15	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	15	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	15	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	15	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	16	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	16	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	16	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	16	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	16	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	16	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	16	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	16	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	16	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	16	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	16	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	16	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	16	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	16	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	16	second class
4	1	#F8766D	-0.870712264839054	0.207961998304991	16	first class
2.5	0.3	#F8766D	-0.298644098436315	-0.876145756155386	16	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	16	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	16	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	16	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	16	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	16	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	16	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	16	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	16	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	16	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	16	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	16	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	16	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	16	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	16	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	16	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	16	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	16	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	16	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	16	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	16	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	16	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	16	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	16	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	17	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	17	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	17	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	17	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	17	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	17	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	17	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	17	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	17	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	17	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	17	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	17	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	17	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	17	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	17	second class
4	1	#F8766D	-0.870712264839054	0.207961998304991	17	first class
4	1	#F8766D	-0.298644098436315	-0.876145756155386	17	first class
2.5	0.3	#F8766D	-0.88931728405488	0.368602284014458	17	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	17	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	17	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	17	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	17	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	17	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	17	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	17	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	17	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	17	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	17	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	17	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	17	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	17	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	17	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	17	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	17	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	17	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	17	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	17	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	17	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	17	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	17	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	18	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	18	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	18	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	18	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	18	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	18	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	18	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	18	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	18	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	18	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	18	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	18	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	18	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	18	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	18	second class
4	1	#F8766D	-0.870712264839054	0.207961998304991	18	first class
4	1	#F8766D	-0.298644098436315	-0.876145756155386	18	first class
4	1	#F8766D	-0.88931728405488	0.368602284014458	18	first class
2.5	0.3	#00BFC4	0.704928517007729	-1.30916887564081	18	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	18	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	18	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	18	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	18	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	18	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	18	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	18	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	18	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	18	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	18	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	18	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	18	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	18	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	18	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	18	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	18	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	18	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	18	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	18	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	18	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	18	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	19	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	19	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	19	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	19	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	19	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	19	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	19	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	19	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	19	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	19	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	19	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	19	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	19	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	19	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	19	second class
4	1	#F8766D	-0.870712264839054	0.207961998304991	19	first class
4	1	#F8766D	-0.298644098436315	-0.876145756155386	19	first class
4	1	#F8766D	-0.88931728405488	0.368602284014458	19	first class
4	1	#00BFC4	0.704928517007729	-1.30916887564081	19	second class
2.5	0.3	#00BFC4	-0.686693310742413	1.30352864140426	19	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	19	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	19	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	19	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	19	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	19	first class
2.5	0.3	#00BFC4	1.68864025410009	2.0255713696967	19	second class
2.5	0.3	#F8766D	-0.539083794010798	-1.40288483529908	19	first class
2.5	0.3	#00BFC4	1.89512566104502	2.00573852446226	19	second class
2.5	0.3	#F8766D	-1.47279140772793	-0.784058431256027	19	first class
2.5	0.3	#F8766D	-1.68685285189353	-0.220034881663682	19	first class
2.5	0.3	#F8766D	-1.23017748948328	-1.2079172780196	19	first class
2.5	0.3	#F8766D	0.715064986883281	-2.12310858320335	19	first class
2.5	0.3	#F8766D	-1.44566197009996	-1.08336906647183	19	first class
2.5	0.3	#F8766D	0.558708314149124	-2.26539635156826	19	first class
2.5	0.3	#F8766D	-1.55584113475408	-1.22577098565927	19	first class
2.5	0.3	#F8766D	-1.56047564655221	-1.69470697892051	19	first class
2.5	0.3	#F8766D	-0.502149521770761	-2.54875280423022	19	first class
2.5	0.3	#00BFC4	2.25381492106993	3.05008468562714	19	second class
2.5	0.3	#F8766D	-2.26506123460653	-1.46665535362322	19	first class
2.5	0.3	#F8766D	-2.96661715662964	-0.415386250363931	19	first class
4	1	#00BFC4	0.782025085341705	0.497676546890698	20	second class
4	1	#F8766D	0.786913136803078	0.51647060442954	20	first class
4	1	#00BFC4	0.374960732150743	-0.0717912264755778	20	second class
4	1	#00BFC4	0.27110877070886	-0.0185753831070887	20	second class
4	1	#00BFC4	0.619528998987617	0.861108637560955	20	second class
4	1	#00BFC4	0.938088289423278	-0.220717712254536	20	second class
4	1	#00BFC4	-0.0260044483072397	0.66679261633058	20	second class
4	1	#00BFC4	1.42646422147681	0.508968833943465	20	second class
4	1	#00BFC4	0.694037336260083	1.18130347974915	20	second class
4	1	#00BFC4	1.15337311783652	1.0530042267305	20	second class
4	1	#00BFC4	1.55391765353759	0.715226992948991	20	second class
4	1	#F8766D	0.224081797439462	-0.746681486005245	20	first class
4	1	#00BFC4	1.82158108163749	0.311991383532642	20	second class
4	1	#00BFC4	-0.0678237059868452	1.37963948275988	20	second class
4	1	#00BFC4	1.87813348753304	0.290799237417607	20	second class
4	1	#F8766D	-0.870712264839054	0.207961998304991	20	first class
4	1	#F8766D	-0.298644098436315	-0.876145756155386	20	first class
4	1	#F8766D	-0.88931728405488	0.368602284014458	20	first class
4	1	#00BFC4	0.704928517007729	-1.30916887564081	20	second class
4	1	#00BFC4	-0.686693310742413	1.30352864140426	20	second class
2.5	0.3	#00BFC4	1.83778704449452	1.44820977862943	20	second class
2.5	0.3	#F8766D	-0.929491608575424	1.16895596533851	20	first class
2.5	0.3	#00BFC4	-0.138136937011948	1.92226746787974	20	second class
2.5	0.3	#F8766D	-0.599228549405948	-1.04287045729132	20	first class
2.5	0.3	#F8766D	-0.640186172942636	-1.0285467553487	20	first class
